,Food label,Substitution label
3,"TARO SHOOTS,RAW","CABBAGE,SAVOY,RAW"
2,"TOMATOES,GREEN,RAW","SOYBEANS,GREEN,RAW"
6,"TOMATOES,GREEN,RAW","BAMBOO SHOOTS,RAW"
8,"TOMATOES,RED,RIPE,RAW,YEAR RND AVERAGE","SWAMP CABBAGE,CKD,BLD,DRND,WO/SALT"
9,"TOMATOES,RED,RIPE,RAW,YEAR RND AVERAGE","RADISHES,WHITE ICICLE,RAW"
6,"TOMATOES,RED,RIPE,CKD","POTATOES,CND,DRND SOL"
7,"TOMATOES,RED,RIPE,CKD","BROCCOLI,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT"
0,"TOMATO JUC,CND,W/SALT","BROCCOLI,RAW"
8,"TOMATO JUC,CND,W/SALT","BRUSSELS SPROUTS,RAW"
0,"TOMATO PRODUCTS,CND,PUREE,WO/SALT","YAM,RAW"
8,"TOMATO PRODUCTS,CND,PUREE,WO/SALT","WATERCRESS,RAW"
1,"TURNIP GRNS,FRZ,UNPREP","CHICORY,WITLOOF,RAW"
8,"TURNIP GRNS,FRZ,UNPREP","WINGED BEAN LEAVES,RAW"
1,"VINESPINACH,(BASELLA),RAW","TARO LEAVES,RAW"
3,"VINESPINACH,(BASELLA),RAW","PEAS,GRN,FRZ,UNPREP"
2,"WINGED BEAN LEAVES,RAW","CHICORY,WITLOOF,RAW"
3,"WINGED BEAN LEAVES,RAW","CHICORY GREENS,RAW"
0,"BORAGE,RAW","ENDIVE,RAW"
4,"BORAGE,RAW","TURNIP GREENS,RAW"
0,"BORAGE,CKD,BLD,DRND,WO/SALT","BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,RAW"
7,"BORAGE,CKD,BLD,DRND,WO/SALT","CHICORY GREENS,RAW"
1,"PEPPERS,JALAPENO,CND,SOL&LIQUIDS","SWEET POTATO LEAVES,RAW"
2,"PEPPERS,JALAPENO,CND,SOL&LIQUIDS","ONIONS,SPRING OR SCALLIONS (INCL TOPS&BULB),RAW"
0,"RADISHES,WHITE ICICLE,RAW","RADISHES,RAW"
1,"RADISHES,WHITE ICICLE,RAW","RADISHES,ORIENTAL,RAW"
3,"SHALLOTS,FREEZE-DRIED","LEEKS,(BULB&LOWER LEAF-PORTION),RAW"
4,"SHALLOTS,FREEZE-DRIED","CELERY,RAW"
1,"SQUASH,SMMR,ALL VAR,RAW","SQUASH,SUMMER,SCALLOP,RAW"
3,"SQUASH,SMMR,ALL VAR,RAW","CHAYOTE,FRUIT,CKD,BLD,DRND,WO/SALT"
1,"SWEET POTATO,CND,SYRUP PK,DRND SOL","LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,UNPREP"
2,"SWEET POTATO,CND,SYRUP PK,DRND SOL","SOYBEANS,MATURE SEEDS,SPROUTED,RAW"
2,"BEANS,PINTO,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT","BURDOCK ROOT,CKD,BLD,DRND,WO/SALT"
6,"BEANS,PINTO,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT","VEGETABLES,MXD,FRZ,CKD,BLD,DRND,W/SALT"
4,"SEAWEED,AGAR,DRIED","CAULIFLOWER,GREEN,RAW"
7,"SEAWEED,AGAR,DRIED","MUSTARD GREENS,RAW"
0,"SEAWEED,WAKAME,RAW","SEAWEED,AGAR,DRIED"
5,"SEAWEED,WAKAME,RAW","MUSTARD GREENS,RAW"
0,"POTATOES,O'BRIEN,HOME-PREPARED","ARROWROOT,RAW"
3,"POTATOES,O'BRIEN,HOME-PREPARED","CORN,SWEET,WHITE,RAW"
6,"POTATOES,BKD,FLESH & SKN,WO/ SALT","TURNIPS,CKD,BLD,DRND,WO/SALT"
8,"POTATOES,BKD,FLESH & SKN,WO/ SALT","WASABI,ROOT,RAW"
0,"TOMATOES,CRUSHED,CANNED","ONIONS,YOUNG GRN,TOPS ONLY"
1,"TOMATOES,CRUSHED,CANNED","ONIONS,RAW"
5,"AMARANTH LEAVES,CKD,BLD,DRND,W/SALT","POTATOES,BKD,FLESH & SKN,W/ SALT"
8,"AMARANTH LEAVES,CKD,BLD,DRND,W/SALT","PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT"
1,"MUNG BNS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT","NOPALES,RAW"
3,"MUNG BNS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT","SPINACH,CND,REG PK,SOL&LIQUIDS"
2,"BEANS,NAVY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT","DRUMSTICK LEAVES,CKD,BLD,DRND,WO/ SALT"
4,"BEANS,NAVY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT","MALABAR SPINACH,COOKED"
2,"BORAGE,CKD,BLD,DRND,W/SALT","TURNIP GRNS&TURNIPS,FRZ,CKD,BLD,DRND,W/SALT"
3,"BORAGE,CKD,BLD,DRND,W/SALT","BRUSSELS SPROUTS,CKD,BLD,DRND,W/SALT"
0,"BROCCOLI,LEAVES,RAW","ARROWHEAD,RAW"
3,"BROCCOLI,LEAVES,RAW","TARO LEAVES,RAW"
2,"BUTTERBUR,CKD,BLD,DRND,W/SALT","POTATOES,CND,DRND SOL,NO SALT"
7,"BUTTERBUR,CKD,BLD,DRND,W/SALT","CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT"
0,"CABBAGE,COMMON,FRESHLY HARVEST,RAW","CABBAGE,SAVOY,RAW"
2,"CABBAGE,COMMON,FRESHLY HARVEST,RAW","POKEBERRY SHOOTS,(POKE),RAW"
4,"CABBAGE,CHINESE (PE-TSAI),CKD,BLD,DRND,W/SALT","POTATOES,MICROWAVED,CKD,IN SKN,FLESH&SKN,W/SALT"
9,"CABBAGE,CHINESE (PE-TSAI),CKD,BLD,DRND,W/SALT","SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,W/SALT"
3,"CARROTS,CND,NO SALT,SOL&LIQUIDS","SEAWEED,AGAR,DRIED"
8,"CARROTS,CND,NO SALT,SOL&LIQUIDS","CAULIFLOWER,GREEN,RAW"
6,"CAULIFLOWER,CKD,BLD,DRND,W/SALT","SQUASH,SMMR,CROOKNECK & STRAIGHTNECK,CKD,BLD,DRND,WO/ SALT"
7,"CAULIFLOWER,CKD,BLD,DRND,W/SALT","YAMBEAN (JICAMA),RAW"
3,"CAULIFLOWER,FRZ,CKD,BLD,DRND,W/SALT","MUSTARD GRNS,FRZ,CKD,BLD,DRND,W/SALT"
9,"CAULIFLOWER,FRZ,CKD,BLD,DRND,W/SALT","CARROTS,CND,NO SALT ,DRND SOL"
5,"CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,W/SALT","COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT"
9,"CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,W/SALT","YAUTIA (TANNIER),RAW"
6,"COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT","TURNIP GRNS,CND,NO SALT"
7,"COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT","CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,W/SALT"
2,"CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT","POTATOES,CND,DRND SOL,NO SALT"
9,"CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT","FIDDLEHEAD FERNS,FRZ,UNPREP"
1,"MUSHROOMS,SHIITAKE,CKD,W/SALT","NOPALES,CKD,WO/SALT"
8,"MUSHROOMS,SHIITAKE,CKD,W/SALT","ARTICHOKES,(GLOBE OR FRENCH),FRZ,CKD,BLD,DRND,WO/SALT"
1,"MUSTARD GRNS,FRZ,CKD,BLD,DRND,W/SALT","CARROTS,CND,NO SALT ,DRND SOL"
7,"MUSTARD GRNS,FRZ,CKD,BLD,DRND,W/SALT","CAULIFLOWER,FRZ,CKD,BLD,DRND,W/SALT"
1,"POTATOES,FRZ,WHL,CKD,BLD,DRND,W/SALT","ARTICHOKES,(GLOBE OR FRENCH),FRZ,CKD,BLD,DRND,W/SALT"
5,"POTATOES,FRZ,WHL,CKD,BLD,DRND,W/SALT","CORN,SWT,WHITE,CKD,BLD,DRND,WO/SALT"
6,"PUMPKIN LEAVES,CKD,BLD,DRND,W/ SALT","EPAZOTE,RAW"
8,"PUMPKIN LEAVES,CKD,BLD,DRND,W/ SALT","BEANS,SNAP,YEL,CKD,BLD,DRND,WO/SALT"
3,"SPINACH,CKD,BLD,DRND,W/SALT","BEANS,KIDNEY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT"
8,"SPINACH,CKD,BLD,DRND,W/SALT","LEEKS,(BULB&LOWER-LEAF PORTION),FREEZE-DRIED"
2,"TOMATOES,RED,RIPE,CND,PACKED IN TOMATO JUC,NO SALT ADDED","PIGEONPEAS,IMMAT SEEDS,RAW"
9,"TOMATOES,RED,RIPE,CND,PACKED IN TOMATO JUC,NO SALT ADDED","SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,WO/SALT"
3,"TOMATO JUC,CND,WO/ SALT ADDED","OKRA,CKD,BLD,DRND,WO/SALT"
4,"TOMATO JUC,CND,WO/ SALT ADDED","PEAS,GREEN,RAW"
6,"TOMATO PRODUCTS,CND,PUREE,W/SALT","BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,WO/SALT"
8,"TOMATO PRODUCTS,CND,PUREE,W/SALT","KANPYO,(DRIED GOURD STRIPS)"
5,"YAM,CKD,BLD,DRND,OR BKD,W/SALT","CARROTS,FRZ,CKD,BLD,DRND,WO/SALT"
7,"YAM,CKD,BLD,DRND,OR BKD,W/SALT","SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,W/SALT"
6,"CORN,SWT,WHITE,CND,CRM STYLE,REG PK","SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,W/SALT"
8,"CORN,SWT,WHITE,CND,CRM STYLE,REG PK","PUMPKIN,CKD,BLD,DRND,WO/SALT"
2,"PEPPERS,SWT,RED,FRZ,CHOPD,UNPREP","CRESS,GARDEN,CKD,BLD,DRND,WO/SALT"
4,"PEPPERS,SWT,RED,FRZ,CHOPD,UNPREP","SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,WO/SALT"
2,"PEPPERS,SWT,RED,FRZ,CHOPD,BLD,DRND,WO/ SALT","PUMPKIN FLOWERS,RAW"
4,"PEPPERS,SWT,RED,FRZ,CHOPD,BLD,DRND,WO/ SALT","SOYBEANS,MATURE SEEDS,SPROUTED,RAW"
2,"LENTILS,SPROUTED,CKD,STIR-FRIED,W/SALT","BEANS,SNAP,GRN,CKD,BLD,DRND,W/SALT"
9,"LENTILS,SPROUTED,CKD,STIR-FRIED,W/SALT","MUSTARD GRNS,CKD,BLD,DRND,WO/SALT"
0,Catsup,"SPINACH,RAW"
3,Catsup,"ENDIVE,RAW"
2,"PICKLES,CUCUMBER,SOUR,LO NA","PEPPERS,HOT CHILI,GRN,RAW"
3,"PICKLES,CUCUMBER,SOUR,LO NA","KALE,SCOTCH,RAW"
0,"PICKLES,CUCUMBER,SWT,LO NA (INCLUDES BREAD & BUTTER PICKLES)","SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED"
2,"PICKLES,CUCUMBER,SWT,LO NA (INCLUDES BREAD & BUTTER PICKLES)","PUMPKIN LEAVES,CKD,BLD,DRND,WO/SALT"
1,"CATSUP,LOW SODIUM","CHICORY GREENS,RAW"
2,"CATSUP,LOW SODIUM","DOCK,RAW"
0,"TOMATOES,SUN-DRIED","CHARD,SWISS,RAW"
8,"TOMATOES,SUN-DRIED","ENDIVE,RAW"
4,"PEPPERS,HOT CHILE,SUN-DRIED","V8 VEG JUC,ORGANIC V8"
7,"PEPPERS,HOT CHILE,SUN-DRIED","SWEET POTATOES,FRENCH FR,CROSSCUT,FRZ,UNPREP"
0,"CAULIFLOWER,GREEN,RAW","MUSTARD GREENS,RAW"
4,"CAULIFLOWER,GREEN,RAW","SEAWEED,AGAR,DRIED"
3,"CABBAGE,NAPA,COOKED","TOMATO PRODUCTS,CND,PASTE,WO/ SALT ADDED"
7,"CABBAGE,NAPA,COOKED","PEAS,GRN,FRZ,UNPREP"
1,"MUSHROOMS,STRAW,CND,DRND SOL","DRUMSTICK LEAVES,RAW"
9,"MUSHROOMS,STRAW,CND,DRND SOL","LOTUS ROOT,RAW"
5,"YAUTIA (TANNIER),RAW","COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT"
6,"YAUTIA (TANNIER),RAW","CORN,SWT,YEL,CND,WHL KERNEL,DRND SOL"
2,"FIDDLEHEAD FERNS,RAW","PEAS&CARROTS,FRZ,UNPREP"
6,"FIDDLEHEAD FERNS,RAW","POTATOES,RED,FLESH & SKN,RAW"
2,HAZELNUTS OR FILBERTS,"WALNUTS,BLACK,DRIED"
6,HAZELNUTS OR FILBERTS,ALMONDS
0,"MIXED NUTS,OIL RSTD,W/PNUTS,WO/SALT","PECANS,OIL RSTD,WO/SALT"
1,"MIXED NUTS,OIL RSTD,W/PNUTS,WO/SALT","HAZELNUTS OR FILBERTS,DRY RSTD,WO/SALT"
0,"PECANS,OIL RSTD,WO/SALT","MIXED NUTS,OIL RSTD,W/PNUTS,WO/SALT"
2,"PECANS,OIL RSTD,WO/SALT","HAZELNUTS OR FILBERTS,DRY RSTD,WO/SALT"
0,"WALNUTS,ENGLISH","PISTACHIO NUTS,DRY RSTD,WO/SALT"
7,"WALNUTS,ENGLISH","ACORNS,RAW"
0,"SESAME SD KRNLS,DRIED (DECORT)","SISYMBRIUM SP. SEEDS,WHL,DRIED"
1,"SESAME SD KRNLS,DRIED (DECORT)","SAFFLOWER SD KRNLS,DRIED"
5,"BEEF,CARCASS,LN&FAT,CHOIC,RAW","BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,CHOIC,RAW"
9,"BEEF,CARCASS,LN&FAT,CHOIC,RAW","BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW"
2,"BEEF,RTL CUTS,FAT,RAW","BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,RAW"
5,"BEEF,RTL CUTS,FAT,RAW","BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,ALL GRDS,RAW"
4,"BF,RIB,EYE,SML END (RIB 10-12),LN & FT,0"" FAT,CHOIC,CKD,BRLD","BEEF,NZ,IMP,BOLAR BLADE,LN & FAT,RAW"
5,"BF,RIB,EYE,SML END (RIB 10-12),LN & FT,0"" FAT,CHOIC,CKD,BRLD","BEEF,CHUCK,TOP BLADE,LN ONLY,TO 0"" FAT,ALL GRDS,CKD,BRLD"
6,"BEEF,SHRT LN,T-BONE STK,BN-IN,LN,1/8"" FAT,CHOIC,CKD,GRILLD","BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRSD"
8,"BEEF,SHRT LN,T-BONE STK,BN-IN,LN,1/8"" FAT,CHOIC,CKD,GRILLD","BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,ALL GRDS,RAW"
4,"BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,PAN-FRIED","BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,GRLD"
9,"BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,PAN-FRIED","BEEF,CHUCK FOR STEW,LN & FAT,CHOIC,RAW"
6,"BEEF,VAR MEATS&BY-PRODUCTS,HEART,CKD,SIMMRD","BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,SEL,RAW"
7,"BEEF,VAR MEATS&BY-PRODUCTS,HEART,CKD,SIMMRD","BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW"
5,"BEEF,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW","BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD"
9,"BEEF,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW","BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,RAW"
5,"BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD","BEEF,SHRT LOIN,TOP LOIN STEAK,LN,1/8"" FAT,ALL GRDS,RAW"
7,"BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD","BEEF,BRISKET,FLAT HALF,BNLESS,LN,0"" FAT,SEL,RAW"
4,"BEEF,VAR MEATS&BY-PRODUCTS,THYMUS,CKD,BRSD","BEEF,NZ,IMP,CHUCK EYE ROLL,LN & FAT,RAW"
5,"BEEF,VAR MEATS&BY-PRODUCTS,THYMUS,CKD,BRSD","BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,CHOIC,CKD,RSTD"
0,"BEEF,CURED,BRKFST STRIPS,CKD","BEEF,RIB,LRG END (RIBS 6-9),LN,0""FAT,SEL,CKD,RSTD"
3,"BEEF,CURED,BRKFST STRIPS,CKD","BEEF,GROUND,80% LN MEAT / 20% FAT,LOAF,CKD,BKD"
1,"BEEF,BRISKET,WHL,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD","BEEF,RND,BTTM RND,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD"
6,"BEEF,BRISKET,WHL,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD","BEEF,CHCK,MCK TENDER STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD"
0,"BEEF,CHUCK,ARM POT RST,LN,0""FAT,SEL,CKD,BRSD","BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,RSTD"
8,"BEEF,CHUCK,ARM POT RST,LN,0""FAT,SEL,CKD,BRSD","BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD"
5,"BEEF,CHCK,UNDR BLDE POT RST,BNLS,LN & FAT,0"",SEL,CKD,BRSD","BEEF,RND,TOP RND,LN&FAT,1/8""FAT,PRIME,RAW"
6,"BEEF,CHCK,UNDR BLDE POT RST,BNLS,LN & FAT,0"",SEL,CKD,BRSD","BEEF,BRISKET,FLAT HALF,LN,0"" FAT,SEL,CKD,BRSD"
6,"BEEF,RND,BTTM RND,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRSD","BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,PRIME,CKD,BRLD"
9,"BEEF,RND,BTTM RND,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRSD","BEEF,FLANK,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW"
1,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRLD","BEEF,NZ,IMP,RUMP CENTRE,LN,RAW"
4,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRLD","BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD"
1,"BEEF,TOP SIRLOIN,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD","BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW"
2,"BEEF,TOP SIRLOIN,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD","BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,CKD,BRSD"
4,"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD","BEEF,VAR MEATS&BY-PRODUCTS,HEART,RAW"
5,"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD","BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW"
6,"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD","BEEF,PLATE STEK,BNLS,OUTSDE SKRT,LN & FAT,0"" FAT,ALL GRDS,RW"
7,"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD","BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,SEL,CKD,RSTD"
3,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD","BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD"
8,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD","BEEF,RND,TIP RND,RST,LN,0"" FAT,ALL GRDS,RAW"
1,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,CHOIC,CKD,BRLD","BEEF,NZ,IMP,RUMP CENTRE,LN & FAT,CKD,FAST FRIED"
8,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,CHOIC,CKD,BRLD","BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,CKD,GRILD"
1,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRI","BEEF,CHUCK,UNDER BLADE POT RST,BNLESS,LN,0"" FAT,SEL,CKD,BRSD"
9,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRI","BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED"
3,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED","BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,PAN-BROILED"
6,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED","BF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,CHOIC,RAW"
0,"BEEF,BRISKET,WHL,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD","BEEF,RND,TOP RND,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD"
7,"BEEF,BRISKET,WHL,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD","BEEF,RND,TOP RND STEAK,BNLS,LN & FAT,0"" FAT,SEL,CKD,GRLD"
0,"BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD","BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,BR"
7,"BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD","BF,CHUCK,CLOD,TOP BLADE,STK,LN & FAT,0"" FAT,ALL,CKD,GRLD"
1,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD","BEEF,RIB EYE STEAK,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,CKD,GRILLED"
5,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD","BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,RAW"
8,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD","BEEF,NZ,IMP,OYSTER BLADE,LN,RAW"
9,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD","BEEF,RND,EYE OF RND RST,BNLESS,L & F,0"" FAT,A GRDS,CKD,RSTD"
1,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,RAW","BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD"
4,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,RAW","BEEF,LOIN,TENDERLOIN RST,BNLESS,LN & FAT,0"" FAT,SEL,CKD,RSTD"
2,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD","BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FT,A GRDS,CKD,GRILLED"
6,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD","BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,GR"
4,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD","BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,SEL,RAW"
8,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD","BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,SEL,RAW"
8,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,RAW","BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,SEL,CKD,BRLD"
9,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,RAW","BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,SEL,RAW"
0,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD","BEEF,FLANK,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD"
5,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD","BEEF,NZ,IMP,SWEETBREAD,CKD,BLD"
0,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD","BF,CHK,CLOD,SHLDR TENDER,MEDALLION,LN & FAT,0"" FAT,CHOIC,RAW"
8,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD","BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD"
1,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD","BEEF,CHK,UNDBL CNTR STK,BNL,DEN CT,LN&FAT, 0"" FT,SEL,CKD,GLD"
7,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD","BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,SEL,CKD,BRLD"
3,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,RSTD","BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW"
6,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,RSTD","BEEF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SEL,RAW"
2,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD","BEEF,RND,BTTM RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,CKD,RSTD"
5,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD","BEEF,RIBEYE PETITE ROAST/FILET,BNLESS,LN,0"" FAT,ALL GRDS,RAW"
1,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,RS","BEEF,SHRT LN,T-BN STK,BN-IN,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED"
6,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,RS","BEEF,RIB EYE STK/RST,BONE-IN,LIP-ON,LN,1/8"" FAT,ALL GRDS,RAW"
